id,target
9477,0
9478,1
9479,0
9483,1
9487,1
9494,0
9497,0
9498,0
9506,1
9512,1
9514,1
9515,0
9516,0
9517,0
9518,0
9521,0
9523,0
9527,0
9528,0
9530,0
9532,1
9534,1
9535,0
9536,1
9543,0
9544,1
9545,1
9546,0
9549,1
9558,0
9560,1
9561,0
9570,0
9573,0
9578,1
9584,1
9587,1
9588,0
9599,1
9601,0
9604,0
9614,1
9615,1
9621,1
9622,1
9623,1
9624,1
9626,1
9628,1
9630,1
9631,0
9633,1
9635,1
9637,1
9641,1
9647,0
9648,0
9649,0
9658,1
9662,1
9668,0
9671,0
9676,0
9677,0
9679,0
9682,0
9685,1
9689,0
9692,0
9693,0
9694,0
9696,1
9700,0
9711,1
9713,1
9720,1
9721,1
9725,1
9726,1
9727,1
9735,1
9740,1
9742,1
9743,1
9747,1
9748,1
9751,1
9758,0
9767,1
9768,0
9773,0
9777,0
9781,0
9784,0
9786,0
9789,0
9792,0
9793,1
9798,0
9799,0
9802,1
9803,0
9804,1
9805,0
9807,1
9809,0
9811,1
9814,1
9817,1
9821,0
9824,0
9825,1
9827,0
9839,0
9840,0
9843,1
9844,1
9845,0
9847,0
9848,1
9851,0
9852,1
9855,0
9856,1
9863,0
9867,1
9871,0
9876,0
9879,0
9882,1
9891,0
9892,0
9893,0
9895,0
9899,0
9900,0
9902,0
9903,0
9904,0
9908,0
9913,0
9914,0
9917,0
9922,0
9924,0
9926,1
9927,0
9928,0
9929,0
9936,0
9939,1
9947,0
9951,1
9954,1
9956,1
9957,0
9959,0
9962,0
9964,0
9966,1
9968,0
9969,0
9970,0
9975,0
9977,0
9981,0
9993,0
9996,1
9997,1
9999,0
10002,0
10007,1
10015,0
10019,1
10022,0
10024,0
10026,0
10033,0
10043,1
10046,0
10051,0
10053,1
10062,1
10063,0
10065,0
10068,0
10078,0
10086,1
10094,1
10095,1
10096,1
10097,1
10103,0
10104,0
10108,1
10122,0
10123,1
10128,0
10131,0
10133,0
10134,0
10135,0
10145,1
10148,0
10154,0
10155,1
10158,1
10160,1
10161,1
10162,1
10165,1
10166,0
10167,1
10170,1
10178,1
10180,1
10181,1
10185,0
10188,1
10190,1
10196,1
10200,1
10205,0
10211,1
10216,0
10219,0
10221,0
10225,1
10227,0
10228,0
10230,0
10232,0
10233,1
10235,1
10238,1
10240,0
10242,1
10248,0
10254,0
10257,0
10261,0
10262,0
10266,0
10267,0
10271,1
10277,1
10279,0
10281,0
10282,0
10285,1
10292,1
10298,1
10300,0
10309,1
10311,1
10312,1
10319,1
10324,1
10326,0
10328,0
10343,0
10346,1
10347,0
10353,1
10354,0
10356,1
10357,1
10362,0
10363,0
10370,0
10373,1
10386,0
10388,0
10389,0
10391,0
10397,0
10400,1
10403,1
10404,0
10408,0
10417,0
10425,0
10435,0
10437,0
10438,0
10440,0
10442,1
10447,0
10452,0
10453,0
10454,1
10459,0
10460,0
10463,1
10465,0
10469,1
10474,0
10475,1
10476,0
10477,0
10480,0
10491,0
10493,0
10494,1
10495,0
10497,1
10501,0
10504,0
10507,0
10509,1
10510,0
10512,0
10514,1
10526,0
10528,0
10530,0
10531,1
10532,0
10538,0
10539,0
10542,0
10547,0
10549,0
10556,0
10569,0
10572,1
10577,0
10579,0
10586,0
10594,1
10595,1
10597,0
10602,1
10604,1
10614,0
10617,0
10618,0
10619,1
10624,1
10633,1
10634,1
10635,1
10638,1
10639,0
10642,1
10643,0
10645,1
10646,1
10649,0
10652,1
10653,1
10654,0
10661,0
10664,1
10668,0
10670,0
10674,0
10683,0
10694,1
10697,1
10699,0
10701,0
10703,1
10713,0
10714,1
10716,1
10717,1
10719,1
10725,1
10728,0
10734,0
10738,1
10740,1
10742,1
10756,1
10757,1
10758,1
10761,1
10762,1
10773,1
10778,1
10781,1
10791,1
10792,0
10796,0
10797,0
10801,0
10804,1
10806,1
10807,0
10816,1
10820,1
10828,0
10836,1
10838,0
10845,1
10856,0
10857,1
10858,1
10861,0
10865,1
10868,1
10874,0
10875,0
